V2Codes,Description
T3391,"Accident involving collision between road vehicle NEC and animal, occupant of tram injured"
T339y,"Accident involving collision between road vehicle NEC and animal, other specified person injured"
T339z,"Accident involving collision between road vehicle NEC and animal, unspecified person injured"
T33A.,Accident involving collision between road vehicle NEC and another nonmotor road vehicle NEC
T33A0,"Accident involving collision between road vehicle NEC and another nonmotor road vehicle NEC, pedestrian injured"
T33A1,"Accident involving collision between road vehicle NEC and another nonmotor road vehicle NEC, occupant of tram injured"
T33Ay,"Accident involving collision between road vehicle NEC and another nonmotor road vehicle NEC, other specified person injured"
T33Az,"Accident involving collision between road vehicle NEC and another nonmotor road vehicle NEC, unspecified person injured"
T33B.,Accident involving collision between road vehicle NEC and pedestrian
T33B0,"Accident involving collision between road vehicle NEC and pedestrian, pedestrian injured"
T33B1,"Accident involving collision between road vehicle NEC and pedestrian, occupant of tram injured"
T33By,"Accident involving collision between road vehicle NEC and pedestrian, other specified person injured"
T33Bz,"Accident involving collision between road vehicle NEC and pedestrian, unspecified person injured"
T33C.,"Accident involving collision between road vehicle NEC and other object, fixed, movable or moving, not set in motion by motor vehicle, railway train or aircraft"
T33C0,"Accident involving collision between road vehicle NEC and other object, pedestrian injured"
T33C1,"Accident involving collision between road vehicle NEC and other object, occupant of tram injured"
T33Cy,"Accident involving collision between road vehicle NEC and other object, other specified person injured"
T33Cz,"Accident involving collision between road vehicle NEC and other object, unspecified person injured"
T33x.,Nonmotor road vehicle accident NOS
T33x0,Nonmotor road vehicle acc NOS - pedestrian injured
T33x1,Nonmotor road vehicle acc NOS - occupant of tram injured
T33xy,"Nonmotor road vehicle accident NOS, other specified person injured"
T33xz,"Nonmotor road vehicle accident NOS, unspecified person injured"
T33y.,Tram accident NOS
T33y0,Tram accident NOS - pedestrian injured
T33y1,Tram accident NOS - occupant of tram injured
T33yy,Tram accident NOS - other specified person injured
T33yz,Tram accident NOS - unspecified person injured
T33z.,Other road vehicle accident NOS
T33z0,Other road vehicle accid NOS - pedestrian injured
T33z1,Other road vehicle accid NOS - occupant of tram injured
T33zy,"Other road vehicle accident NOS, other specified person injured"
T33zz,Other road vehicle accid NOS - unspecified person injured
T3z..,Road vehicle accident NOS
X70yt,Motor vehicle on road in collision with vehicle running on rails
T10..,Motor vehicle on road in collision with train
T100.,"Motor vehicle traffic accident involving collision with train, unspecified"
T1000,"Motor vehicle traffic accident involving collision with train, unspecified, driver of motor vehicle injured"
T1001,"Motor vehicle traffic accident involving collision with train, unspecified, passenger of motor vehicle injured"
T1002,"Motor vehicle traffic accident involving collision with train, unspecified, motor cyclist injured"
T1003,"Motor vehicle traffic accident involving collision with train, unspecified, passenger on motor cycle injured"
T1004,"Motor vehicle traffic accident involving collision with train, unspecified, occupant of tram injured"
T1005,"Motor vehicle traffic accident involving collision with train, unspecified, rider of animal or occupant of animal-drawn vehicle injured"
T1006,"Motor vehicle traffic accident involving collision with train, unspecified, pedal cyclist injured"
T1007,"Motor vehicle traffic accident involving collision with train, unspecified, pedestrian injured"
T100y,"Motor vehicle traffic accident involving collision with train, unspecified, other specified person injured"
T100z,"Motor vehicle traffic accident involving collision with train, unspecified, unspecified person injured"
T10z.,"Motor vehicle traffic accident involving collision with train, NOS"
T10z0,"Motor vehicle traffic accident involving collision with train, NOS, driver of motor vehicle injured"
T10z1,"Motor vehicle traffic accident involving collision with train, NOS, passenger of motor vehicle injured"
T10z2,"Motor vehicle traffic accident involving collision with train, NOS, motor cyclist injured"
T10z3,"Motor vehicle traffic accident involving collision with train, NOS, passenger on motor cycle injured"
T10z4,"Motor vehicle traffic accident involving collision with train, NOS, occupant of tram injured"
T10z5,"Motor vehicle traffic accident involving collision with train, NOS, rider of animal or occupant of animal-drawn vehicle injured"
T10z6,"Motor vehicle traffic accident involving collision with train, NOS, pedal cyclist injured"
T10z7,"Motor vehicle traffic accident involving collision with train, NOS, pedestrian injured"
T10zy,"Motor vehicle traffic accident involving collision with train, NOS, other specified person injured"
T10zz,"Motor vehicle traffic accident involving collision with train NOS, unspecified person injured"
T133.,Motor vehicle on road in collision with tram
T1330,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, driver of motor vehicle injured"
T1331,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, passenger of motor vehicle injured"
T1332,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, motor cyclist injured"
T1333,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, passenger on motor cycle injured"
T1334,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, occupant of tram injured"
T1335,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, rider of animal or occupant of animal-drawn vehicle injured"
T1336,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, pedal cyclist injured"
T1337,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, pedestrian injured"
T133y,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, other specified person injured"
T133z,"Motor vehicle traffic accident involving collision between motor vehicle and tramcar, unspecified person injured"
X70yw,Motor vehicle on road in collision with object other than vehicle
T151.,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal"
T153.,Motor vehicle on road in collision with thrown object
T1530,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, driver of motor vehicle injured"
T1531,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, passenger of motor vehicle injured"
T1532,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, motor cyclist injured"
T1533,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, passenger on motor cycle injured"
T1534,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, occupant of tram injured"
T1535,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, rider of animal or occupant of animal-drawn vehicle injured"
T1536,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, pedal cyclist injured"
T1537,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, pedestrian injured"
T153y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, other specified person injured"
T153z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object thrown in front of motor vehicle, unspecified person injured"
T155.,Motor vehicle on road in collision with landslide
T1550,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, driver of motor vehicle injured"
T1551,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, passenger of motor vehicle injured"
T1552,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, motor cyclist injured"
T1553,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, passenger on motor cycle injured"
T1554,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, occupant of tram injured"
T1555,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, rider of animal or occupant of animal-drawn vehicle injured"
T1556,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, pedal cyclist injured"
T1557,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, pedestrian injured"
T155y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, other specified person injured"
T155z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and landslide, unspecified person injured"
T156.,Motor vehicle on road in collision with safety island
T1560,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, driver of motor vehicle injured"
T1561,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, passenger of motor vehicle injured"
T1562,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, motor cyclist injured"
T1563,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, passenger on motor cycle injured"
T1564,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, occupant of tram injured"
T1565,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, rider of animal or occupant of animal-drawn vehicle injured"
T1566,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, pedal cyclist injured"
T1567,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, pedestrian injured"
T156y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and safety island, other specified person injured"
T15z.,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS"
T15z0,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, driver of motor vehicle injured"
T15z1,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, passenger of motor vehicle injured"
T15z2,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, motor cyclist injured"
T15z3,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, passenger on motor cycle injured"
T15z4,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, occupant of tram injured"
T15z5,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, rider of animal or occupant of animal-drawn vehicle injured"
T15z6,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, pedal cyclist injured"
T15z7,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, pedestrian injured"
T15zy,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, other specified person injured"
T15zz,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and object NOS, unspecified person injured"
X70yx,Motor vehicle on road in collision with road-side fixed object
T150.,Motor vehicle on road in collision between motor vehicle and bridge
T1500,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, driver of motor vehicle injured"
T1501,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, passenger of motor vehicle injured"
T1502,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, motor cyclist injured"
T1503,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, passenger on motor cycle injured"
T1504,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, occupant of tram injured"
T1505,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, rider of animal or occupant of animal-drawn vehicle injured"
T1506,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, pedal cyclist injured"
T1507,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, pedestrian injured"
T150y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, other specified person injured"
T150z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and bridge, unspecified person injured"
T154.,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence"
T1540,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, driver of motor vehicle injured"
T1541,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, passenger of motor vehicle injured"
T1542,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, motor cyclist injured"
T1543,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, passenger on motor cycle injured"
T1544,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, occupant of tram injured"
T1545,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, rider of animal or occupant of animal-drawn vehicle injured"
T1546,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, pedal cyclist injured"
T1547,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, pedestrian injured"
T154y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, other specified person injured"
T154z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, unspecified person injured"
X70yy,Motor vehicle on road in collision with lamp post
X70yz,Motor vehicle on road in collision with tree
X70z0,Motor vehicle on road in collision with wall
X70z1,Motor vehicle on road in collision with building
Xa0Jo,Motor vehicle on road in collision with road sign
Xa0Jp,Motor vehicle on road in collision with bollard
XM1Fa,Motor vehicle on road in collision with unridden animal
T1510,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, driver of motor vehicle injured"
T1511,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, passenger of motor vehicle injured"
T1512,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, motor cyclist injured"
T1513,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, passenger on motor cycle injured"
T1514,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, occupant of tram injured"
T1515,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, rider of animal or occupant of animal-drawn vehicle injured"
T1516,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, pedal cyclist injured"
T1517,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, pedestrian injured"
T151y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, other specified person injured"
T151z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal, unspecified person injured"
XM1Fb,Motor vehicle on road in collision with fallen object
T152.,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole"
T1520,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, driver of motor vehicle injured"
T1521,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, passenger of motor vehicle injured"
T1522,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, motor cyclist injured"
T1523,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, passenger on motor cycle injured"
T1524,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, occupant of tram injured"
T1525,"Motor vehicle traffic accident involving collision,on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, rider of animal or occupant of animal-drawn vehicle injured"
T1526,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, pedal cyclist injured"
T1527,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, pedestrian injured"
T152y,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, other specified person injured"
T152z,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, unspecified person injured"
X70z2,Accident due to loss of control of motor vehicle on road
T16..,"Motor vehicle traffic accident due to loss of control, without collision on the highway"
T16z.,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS"
T16z0,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, driver of motor vehicle injured"
T16z1,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, passenger of motor vehicle injured"
T16z2,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, motor cyclist injured"
T16z3,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, passenger on motor cycle injured"
T16z4,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, occupant of tram injured"
T16z5,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, rider of animal or occupant of animal-drawn vehicle injured"
T16z6,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, pedal cyclist injured"
T16z7,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, pedestrian injured"
T16zz,"Motor vehicle traffic accident due to loss of control without collision on the highway, NOS, unspecified person injured"
X70z3,Accident due to motor vehicle on road failing to negotiate curve
T160.,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway"
T1600,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, driver of motor vehicle injured"
T1601,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, passenger of motor vehicle injured"
T1602,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, motor cyclist injured"
T1603,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, passenger on motor cycle injured"
T1604,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, occupant of tram injured"
T1605,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, rider of animal or occupant of animal-drawn vehicle injured"
T1606,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, pedal cyclist injured"
T1607,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, pedestrian injured"
T160y,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, other specified person injured"
T160z,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway, unspecified person injured"
X70z4,Accident due to motor vehicle on road travelling at excessive speed
T165.,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway"
T1650,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, driver of motor vehicle injured"
T1651,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, passenger of motor vehicle injured"
T1652,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, motor cyclist injured"
T1653,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, passenger on motor cycle injured"
T1654,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, occupant of tram injured"
T1656,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, pedal cyclist injured"
T1657,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, pedestrian injured"
T165y,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, other specified person injured"
T165z,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway, unspecified person injured"
X70z5,Accident due to inattention of driver of motor vehicle on road
T164.,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway"
T1640,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, driver of motor vehicle injured"
T1641,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, passenger of motor vehicle injured"
T1642,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, motor cyclist injured"
T1643,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, passenger on motor cycle injured"
T1644,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, occupant of tram injured"
T1645,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, rider of animal or occupant of animal-drawn vehicle injured"
T1646,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, pedal cyclist injured"
T1647,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, pedestrian injured"
T164y,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, other specified person injured"
T164z,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, unspecified person injured"
X70z6,Accident due to driver of motor vehicle on road falling asleep
T163.,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway"
T1630,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, driver of motor vehicle injured"
T1631,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, passenger of motor vehicle injured"
T1632,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, motor cyclist injured"
T1633,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, passenger on motor cycle injured"
T1634,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, occupant of tram injured"
T1635,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, rider of animal or occupant of animal-drawn vehicle injured"
T1636,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, pedal cyclist injured"
T1637,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, pedestrian injured"
T163y,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, other specified person injured"
T163z,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway, unspecified person injured"
X70z7,Accident due to sudden illness of driver of motor vehicle on road
X70z8,Accident to motor vehicle on road due to tyre burst
T161.,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway"
T1610,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, driver of motor vehicle injured"
T1611,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, passenger of motor vehicle injured"
T1612,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, motor cyclist injured"
T1613,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, passenger on motor cycle injured"
T1614,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, occupant of tram injured"
T1615,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, rider of animal or occupant of animal-drawn vehicle injured"
T1617,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, pedestrian injured"
T161y,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, other specified person injured"
T161z,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway, unspecified person injured"
T162.,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway"
T1620,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, driver of motor vehicle injured"
T1621,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, passenger of motor vehicle injured"
T1622,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, motor cyclist injured"
T1623,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, passenger on motor cycle injured"
T1624,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, occupant of tram injured"
T1625,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, rider of animal or occupant of animal-drawn vehicle injured"
T1626,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, pedal cyclist injured"
T1627,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, pedestrian injured"
T162y,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, other specified person injured"
T162z,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway, unspecified person injured"
X70z9,Accident due to mechanical failure in motor vehicle on road
T166.,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway"
T1660,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, driver of motor vehicle injured"
T1661,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, passenger of motor vehicle injured"
T1662,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, motor cyclist injured"
T1663,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, passenger on motor cycle injured"
T1664,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, occupant of tram injured"
T1665,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on highway, rider of animal or occupant of animal-drawn vehicle injured"
T1666,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, pedal cyclist injured"
T1667,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, pedestrian injured"
T166y,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, other specified person injured"
T166z,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, unspecified person injured"
XM00c,Motor vehicle on road in collision with nonmotor vehicle
T130.,Motor vehicle on road in collision with ridden animal
T1300,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, driver of motor vehicle injured"
T1301,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, passenger of motor vehicle injured"
T1302,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, motor cyclist injured"
T1303,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, passenger on motor cycle injured"
T1304,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, occupant of tram injured"
T1305,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, rider of animal or occupant of animal-drawn vehicle injured"
T1306,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, pedal cyclist injured"
T1307,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, pedestrian injured"
T130y,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, other specified person injured"
T130z,"Motor vehicle traffic accident involving collision between motor vehicle and animal carrying a person, unspecified person injured"
T131.,Motor vehicle on road in collision with animal-drawn vehicle
T1310,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, driver of motor vehicle injured"
T1311,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, passenger of motor vehicle injured"
T1312,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, motor cyclist injured"
T1313,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, passenger on motor cycle injured"
T1314,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, occupant of tram injured"
T1315,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, rider of animal or occupant of animal-drawn vehicle injured"
T1316,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, pedal cyclist injured"
T1317,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, pedestrian injured"
T131y,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, other specified person injured"
T131z,"Motor vehicle traffic accident involving collision between motor vehicle and animal-drawn vehicle, unspecified person injured"
T132.,Motor vehicle on road in collision with pedal cycle
T1320,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, driver of motor vehicle injured"
T1321,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, passenger of motor vehicle injured"
T1322,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, motor cyclist injured"
T1323,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, passenger on motor cycle injured"
T1324,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, occupant of tram injured"
T1325,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, rider of animal or occupant of animal-drawn vehicle injured"
T1326,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, pedal cyclist injured"
T1327,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, pedestrian injured"
T132y,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, other specified person injured"
T132z,"Motor vehicle traffic accident involving collision between motor vehicle and pedal cycle, unspecified person injured"
XM1FZ,Motor vehicle on road in collision with another motor vehicle
T11..,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle
T110.,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified"
T1100,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, driver of motor vehicle injured"
