CTV3Codes,Description
e3zr.,Amoxicillin 250mg injection (pdr for recon)
e31e.,Amoxil 250mg injection (pdr for recon)
e3zs.,Amoxicillin 500mg injection (pdr for recon)
e31f.,Amoxil 500mg injection (pdr for recon)
e3zt.,Amoxicillin 1g injection (pdr for recon)
e31g.,Amoxil 1g injection (pdr for recon)
e3A..,Amoxycillin [2]
e3z..,Amoxycillin [generic additions]
e32..,Ampicillin
x01I0,Oral ampicillin
e321.,Ampicillin 250mg capsule
e325.,Amfipen 250mg capsule
e32b.,Ampilar 250mg capsule
e32v.,Ampitrin 250mg capsule
e32f.,Britcin 250mg capsule
e32h.,Penbritin 250mg capsule
e32p.,Vidopen 250mg capsule
e322.,Ampicillin 500mg capsule
e326.,Amfipen 500mg capsule
e32c.,Ampilar 500mg capsule
e32w.,Ampitrin 500mg capsule
e32g.,Britcin 500mg capsule
e32i.,Penbritin 500mg capsule
e32B.,Rimacillin 500mg capsule
e32q.,Vidopen 500mg capsule
e323.,Ampicillin 125mg/5mL oral suspension
e32x.,Ampitrin 125mg/5mL oral suspension
e327.,Amfipen 125mg/5mL syrup
e32d.,Ampilar 125mg/5mL syrup
e32k.,Penbritin 125mg/5mL syrup
e32C.,Rimacillin 125mg/5mL syrup
e32r.,Vidopen 125mg/5mL syrup
e324.,Ampicillin 250mg/5mL oral suspension
e32y.,Ampitrin 250mg/5mL oral suspension
e328.,Amfipen 250mg/5mL syrup
e32e.,Ampilar 250mg/5mL syrup
e32l.,Penbritin 250mg/5mL syrup
e32D.,Rimacillin 250mg/5mL syrup
e32s.,Vidopen 250mg/5mL syrup
e32H.,Ampicillin 125mg/5mL s/f oral suspension
e32J.,Ampicillin 250mg/5mL s/f oral suspension
e32G.,Ampicillin 125mg/1.25mL paediatric suspension
e32m.,Penbritin 125mg/1.25mL paediatric suspension
e32z.,Ampicillin 125mg tablet
e32j.,Penbritin 125mg tablet
x01I1,Parenteral ampicillin
e32E.,Ampicillin 250mg injection (pdr for recon)
e329.,Amfipen 250mg injection
e32n.,Penbritin 250mg injection (pdr for recon)
e32t.,Vidopen 250mg injection (pdr for recon)
e32F.,Ampicillin 500mg injection (pdr for recon)
e32a.,Amfipen 500mg injection
e32o.,Penbritin 500mg injection (pdr for recon)
e32u.,Vidopen 500mg injection (pdr for recon)
x01I2,Bacampicillin
e34z.,Bacampicillin hydrochloride 400mg tablet
e341.,Ambaxin 400mg tablet
e34..,Bacampicillin hydrochloride
e42..,Carbenicillin
e42y.,Carbenicillin 1g injection (pdr for recon)
e421.,Pyopen 1g injection (pdr for recon)
e42z.,Carbenicillin 5g injection (pdr for recon)
e422.,Pyopen 5g injection (pdr for recon)
e35..,Ciclacillin
e35w.,Ciclacillin 250mg tablet
e351.,Calthor 250mg tablet
e35x.,Ciclacillin 500mg tablet
e352.,Calthor 500mg tablet
e35z.,Ciclacillin 250mg/5mL suspension
e354.,Calthor 250mg/5mL suspension
e35y.,Ciclacillin 125mg/5mL suspension
e353.,Calthor 125mg/5mL suspension
e36..,Mezlocillin
e36z.,Mezlocillin 5g infusion
e365.,Baypen 5g injection
e364.,Baypen 5g infusion
e36w.,Mezlocillin 500mg injection
e361.,Baypen 500mg injection
e36y.,Mezlocillin 2g injection
e363.,Baypen 2g injection
e36x.,Mezlocillin 1g injection
e362.,Baypen 1g injection
e38..,Pivampicillin product
e38x.,Pivampicillin 500mg tablet
e381.,Pondocillin 500mg tablet
e38y.,Pivampicillin 162mg/5mL suspension
x00bg,Pivampicillin 175mg/5mL s/f suspension
x00bh,Pondocillin 175mg/5mL s/f suspension
e382.,Pondocillin 175mg/5mL suspension 50mL
e383.,Pondocillin 175mg/5mL suspension 100mL
e38u.,Pivampicillin 175mg/5mL sugar free suspension 50mL
e38v.,Pivampicillin 175mg/5mL sugar free suspension 100mL
e38w.,Pivampicillin 175mg/sachet granules
e384.,Pondocillin 175mg/sachet granules
e38z.,Pivampicillin 162mg sachet
x01I3,Talampicillin
e39y.,Talampicillin 250mg tablet
e391.,Talpen 250mg tablet
e39z.,Talampicillin 125mg/5mL syrup
e392.,Talpen 125mg/5mL syrup
e39..,Talampicillin hydrochloride
e41..,Azlocillin
e41w.,Azlocillin 500mg injection (pdr for recon)
e411.,Securopen 500mg injection (pdr for recon)
e41x.,Azlocillin 1g injection (pdr for recon)
e412.,Securopen 1g injection (pdr for recon)
e41y.,Azlocillin 2g injection (pdr for recon)
e413.,Securopen 2g injection (pdr for recon)
e41z.,Azlocillin 5g infusion (pdr for recon)
e415.,Securopen 5g infusion (pdr for recon)
e416.,Azlocillin 5g infusion set
x00QN,Securopen 5g infusion set
e414.,Securopen 5g intravenous infusion x3
x01I4,Carfecillin
e43z.,Carfecillin sodium 500mg tablet
e431.,Uticillin 500mg tablet
e43..,Carfecillin sodium
e37..,Piperacillin
e37w.,Piperacillin 1g injection (pdr for recon)
e371.,Pipril 1g injection (pdr for recon)
e37x.,Piperacillin 2g injection (pdr for recon)
e372.,Pipril 2g injection (pdr for recon)
e37y.,Piperacillin 4g infusion (pdr for recon)
e373.,Pipril 4g infusion (pdr for recon)
e37z.,Piperacillin 4g infusion set
e374.,Pipril 4g infusion set
e24..,Temocillin product
e241.,Temocillin 500mg injection (pdr for recon)
e244.,Temopen 500mg injection (pdr for recon)
e242.,Temocillin 1g injection (pdr for recon)
e243.,Temopen 1g injection (pdr for recon)
e245.,Negaban 1g injection (pdr for recon)
e44..,Ticarcillin
e445.,Timentin 800mg injection
e44w.,Ticarcillin 1g injection (pdr for recon)
e441.,Ticar 1g injection (pdr for recon)
e44x.,Ticarcillin 3g injection
e442.,Ticar 3g injection
e44y.,Ticarcillin 5g injection (pdr for recon)
e443.,Ticar 5g injection (pdr for recon)
e44z.,Ticarcillin 5g infusion set
e444.,Ticar 5g infusion set
e11v.,Benzylpenicillin 300mg injection
e111.,Crystapen 300mg injection
e11w.,Benzylpenicillin 600mg injection (pdr for recon)
e112.,Crystapen 600mg injection (pdr for recon)
e11t.,Benzylpenicillin 1200mg injection (pdr for recon)
e116.,Crystapen 1200mg injection (pdr for recon)
e11x.,Benzylpenicillin 3g injection
e113.,Crystapen 3g injection
e11y.,Benzylpenicillin 6g injection
e114.,Crystapen 6g injection
e14..,Phenethicillin
e14y.,Phenethicillin 250mg capsule
e141.,Broxil 250mg capsule
e14z.,Phenethicillin 125mg/5mL syrup
e142.,Broxil 125mg/5mL syrup
e15..,Phenoxymethylpenicillin
e152.,Phenoxymethylpenicillin 125mg capsule
e151.,Phenoxymethylpenicillin 250mg capsule
e15p.,V-Cil-K 250mg capsule
e15i.,Econocil VK 250mg capsule
e15A.,Phenoxymethylpenicillin 125mg tablet
e15q.,V-Cil-K 125mg tablet
e15j.,Econocil VK 125mg tablet
e153.,Phenoxymethylpenicillin 250mg tablet
e15k.,Econocil VK 250mg tablet
e15l.,Stabillin V-K 250mg tablet
e15v.,Tenkicin 250mg tablet
e15r.,V-Cil-K 250mg tablet
e154.,Phenoxymethylpenicillin 62.5mg/5mL syrup
e15m.,Stabillin V-K 62.5mg/5mL syrup
e15s.,V-Cil-K paediatric 62.5mg/5mL syrup
e155.,Phenoxymethylpenicillin 125mg/5mL oral solution
e15b.,Crystapen V 125mg/5mL syrup
e15n.,Stabillin V-K 125mg/5mL elixir
e15t.,V-Cil-K paediatric 125mg/5mL syrup
e15w.,Phenoxymethylpenicillin 125mg/5mL s/f oral solution
e157.,Phenoxymethylpenicillin 250mg/5mL oral solution
e15c.,Crystapen 250mg/5mL syrup
e15o.,Stabillin V-K 250mg/5mL elixir
e15u.,V-Cil-K 250mg/5mL syrup
e15x.,Phenoxymethlypenicillin 250mg/5mL s/f oral solution
e156.,Phenoxymethylpenicillin 125mg/sachet granules
e21..,Cloxacillin
e21u.,Cloxacillin 250mg capsule
e211.,Orbenin 250mg capsule
e21v.,Cloxacillin 500mg capsule
e212.,Orbenin 500mg capsule
e21w.,Cloxacillin 125mg/5mL suspension
e213.,Orbenin 125mg/5mL syrup
e217.,Cloxacillin 250mg injection
e214.,Orbenin 250mg injection (pdr for recon)
e218.,Cloxacillin 500mg injection
e215.,Orbenin 500mg injection (pdr for recon)
e219.,Cloxacillin 1g injection
e216.,Orbenin 1g injection
e22..,Flucloxacillin product
e221.,Flucloxacillin 250mg capsule
e223.,Floxapen 250mg capsule
e22l.,Fluclomix 250 capsule
e22y.,Flucloxin 250mg capsule
e22t.,Galfloxin 250mg capsule
e22a.,Ladropen 250mg capsule
e22e.,Staphlipen 250mg capsule
e22c.,Stafoxil 250mg capsule
e22w.,Zoxin 250 capsule
e222.,Flucloxacillin 500mg capsule
e224.,Floxapen 500mg capsule
e22m.,Fluclomix 500 capsule
e22z.,Flucloxin 500mg capsule
e22u.,Galfloxin 500mg capsule
e22b.,Ladropen 500mg capsule
e22f.,Staphlipen 500mg capsule
e22d.,Stafoxil 500mg capsule
e22x.,Zoxin 500 capsule
e22j.,Flucloxacillin 125mg/5mL oral solution
e22k.,Flucloxacillin 250mg/5mL oral solution
e22v.,Flucloxacillin 125mg/5mL oral suspension
e225.,Floxapen 125mg/5mL syrup
e22A.,Flucloxin 125mg/5mL oral suspension
x00eS,Ladropen 125mg/5mL suspension
e22n.,Ladropen 125mg/5mL suspension 100mL
e22B.,Flucloxacillin 250mg/5mL oral suspension
e226.,Floxapen Forte 250mg/5mL syrup
x01I6,Parenteral flucloxacillin
e22q.,Flucloxacillin 250mg injection (pdr for recon)
e22g.,Staphlipen 250mg injection
e227.,Floxapen 250mg injection (pdr for recon)
e22o.,Ladropen 250mg injection
e22r.,Flucloxacillin 500mg injection (pdr for recon)
e22h.,Staphlipen 500mg injection (pdr for recon)
e228.,Floxapen 500mg injection (pdr for recon)
e22p.,Ladropen 500mg injection (pdr for recon)
e22s.,Flucloxacillin 1g injection (pdr for recon)
e22i.,Staphlipen 1g injection
e229.,Floxapen 1g injection (pdr for recon)
e22C.,FLUCLOXACILLIN 125mg/5mL s/f oral solution
e22D.,FLUCLOXACILLIN 250mg/5mL s/f oral solution
x01I7,Methicillin
e23z.,Methicillin sodium 1g injection
e231.,Celbenin 1g injection
e23..,Methicillin sodium
e51..,Mecillinam
e513.,Mecillinam 400mg injection
e512.,Selexidin 400mg injection
e514.,Mecillinam 200mg injection
e511.,Selexidin 200mg injection
x01I8,Pivmecillinam
e52w.,Pivmecillinam hydrochloride 200mg tablet
e521.,Selexid 200mg tablet
e52v.,Pivmecillinam 100mg/sachet suspension
e522.,Selexid 100mg/sachet suspension
e52..,Pivmecillinam hydrochloride
e33i.,Sultamicillin 375mg tablet
e33h.,Unasyn 375mg tablet
x002A,Co-amoxiclav
e31w.,Co-amoxiclav 125mg/mL suspension
e31t.,Co-amoxiclav 250mg/125mg tablet
e3A7.,Amiclav 250mg/125mg tablet
e31h.,Augmentin 375mg tablet
e3A8.,Ranclav 375mg tablet
e31U.,Co-amoxiclav 500mg/125mg tablet
e31T.,Augmentin 625mg tablet
e3A9.,Ranclav 625mg tablet
e31u.,Co-amoxiclav 250mg/125mg s/f dispersible tablet
e31i.,Augmentin 375mg s/f dispersible tablet
e31Q.,Co-amoxiclav 125mg/31mg/5mL s/f suspension
e31k.,Augmentin 125mg/31mg/5mL s/f suspension
e31j.,Augmentin Junior 125/62 in 5mL suspension
e3AA.,Ranclav 125mg/31mg s/f suspension
e31v.,Co-amoxiclav 125mg/5mL suspension
e31z.,Co-amoxiclav 250mg/62mg/5mL s/f suspension
e31P.,Augmentin 250mg/62mg/5mL s/f suspension
e3AB.,Ranclav 250mg/62mg s/f suspension
e31X.,Co-amoxiclav 400mg/57mg/5mL s/f suspension
e31Y.,Augmentin Duo 400mg/57mg/5mL s/f suspension
e31x.,Co-amoxiclav 500mg/100mg injection (pdr for recon)
e31l.,Augmentin 600mg injection (pdr for recon)
e31y.,Co-amoxiclav 1g/200mg injection (pdr for recon)
e31m.,Augmentin 1.2g injection (pdr for recon)
x002F,Co-fluampicil
e339.,Co-fluampicil 250mg/250mg capsule
e334.,Flu-Amp 250/250mg capsule
e335.,Magnapen capsule
e33a.,Co-fluampicil 125mg/125mg/5mL elixir
e336.,Magnapen syrup
e33b.,Co-fluampicil 250mg/250mg injection (pdr for recon)
e337.,Magnapen 500mg injection (pdr for recon)
e33c.,Co-fluampicil 500mg/500mg injection (pdr for recon)
e338.,Magnapen 1g injection (pdr for recon)
x000J,Ampicillin+cloxacillin
e33r.,Ampicillin+cloxacillin 250mg/250mg capsule
e33k.,Ampiclox 500mg capsule
e33p.,Ampicillin+cloxacillin 125mg/125mg/5mL syrup
e33l.,Ampiclox 250mg/5mL syrup
e33q.,Ampicillin+cloxacillin 250mg/250mg/5mL syrup
e33n.,Ampicillin+cloxacillin 60mg/30mg/0.6mL s/f oral suspension
e332.,Ampiclox Neonatal s/f suspension
e33s.,Ampicillin+cloxacillin 50mg/25mg injection (pdr for recon)
e333.,Ampiclox Neonatal injection (pdr for recon)
e33m.,Ampicillin+cloxacillin 250mg/250mg injection (pdr for recon)
e331.,Ampiclox injection (pdr for recon)
x009U,Piperacillin+tazobactam
e37v.,Piperacillin+tazobactam 2g/250mg injection (pdr for recon)
e375.,Tazocin 2g/250mg injection (pdr for recon)
e37t.,Piperacillin+tazobactam 4g/500mg injection (pdr for recon)
e377.,Tazocin 4g/500mg injection (pdr for recon)
e37u.,Piperacillin+tazobactam 4g/500mg infusion (pdr for recon)+kit
e376.,Tazocin 4g/500mg infusion (pdr for recon)+kit
x009W,Pivampicillin+pivmecillinam
e387.,Miraxid paediatric sachet
e389.,Pivampicillin+pivmecillinam 125mg/100mg tablet
e385.,Miraxid 225mg tablet
e38A.,Pivampicillin+pivmecillinam 250mg/200mg tablet
e388.,Pondocillin Plus tablet
e386.,Miraxid-450 tablet
x00BK,Ticarcillin+clavulanic acid
e44u.,Ticarcillin+clavulanic acid 1.5g/100mg injection (pdr for recon)
e446.,Timentin 1.6g injection (pdr for recon)
e44v.,Ticarcillin+clavulanic acid 3g/200mg injection (pdr for recon)
e447.,Timentin 3.2g injection (pdr for recon)
eb5y.,"Polymyxin B 500,000units injection"
eb51.,"Aerosporin 500,000units injection"
eb3w.,Colistin sulphate 1.5million units tablet
eb31.,Colomycin 1.5million units tablet
eb3x.,"Colistin sulphate 250,000units/5mL syrup"
eb32.,"Colomycin 250,000units/5mL syrup"
eb3y.,"Colistimethate sodium 500,000units injection (pdr for recon)"
eb33.,"Colomycin 500,000units injection (pdr for recon)"
eb3z.,Colistimethate sodium 1million units injection (pdr for recon)
eb34.,Colomycin 1million units injection (pdr for recon)
eb35.,Promixin 1million units injection (pdr for recon)
eb3u.,Colistimethate sodium 2million units injection (pdr for recon)
eb37.,Colomycin 2million units injection (pdr for recon)
eb1..,Acrosoxacin
eb1z.,Acrosoxacin 150mg capsule
eb11.,Eradacin 150mg capsule
eg2..,Cinoxacin
eg2z.,Cinoxacin 500mg capsule
eg21.,Cinobac 500mg capsule
eg67.,Ciprofloxacin 100mg tablet
eg68.,Ciproxin 100mg tablet
eg6x.,Ciprofloxacin 250mg tablet
eg61.,Ciproxin 250mg tablet
eg6w.,Ciprofloxacin 500mg tablet
eg64.,Ciproxin 500mg tablet
eg6v.,Ciprofloxacin 750mg tablet
eg65.,Ciproxin 750mg tablet
eg69.,Ciprofloxacin 5g/100mL oral suspension
eg6A.,Ciproxin 5g/100mL oral suspension
eg6y.,Ciprofloxacin 100mg/50mL intravenous infusion
eg62.,Ciproxin 100mg/50mL intravenous infusion
eg6z.,Ciprofloxacin 200mg/100mL intravenous infusion
eg63.,Ciproxin 200mg/100mL intravenous infusion
eg6u.,Ciprofloxacin 400mg/200mL intravenous infusion
eg66.,Ciproxin 400mg/200mL intravenous infusion
eg7..,Enoxacin
eg71.,Enoxacin 200mg tablet
eg72.,Comprecin 200mg tablet
egB..,Grepafloxacin product
egB1.,Grepafloxacin 400mg tablet
egB3.,Raxar 400mg tablet
egB2.,Grepafloxacin 600mg tablet
egB4.,Raxar 600mg tablet
egC1.,Levofloxacin 250mg tablet
egC4.,Tavanic 250mg tablet
egC2.,Levofloxacin 500mg tablet
egC5.,Tavanic 500mg tablet
egC3.,Levofloxacin 500mg/100mL intravenous infusion
egC6.,Tavanic 500mg/100mL intravenous infusion
egCB.,LEVOFLOXACIN 250mg/50mL solution for infusion
egCC.,EVOXIL 250mg/50mL solution for infusion
egCD.,EVOXIL 500mg/100mL solution for infusion
egCE.,EVOXIL 250mg tablets
egCF.,EVOXIL 500mg tablets
egD1.,Moxifloxacin 400mg tablet
egD2.,Avelox 400mg tablet
egD3.,AVELOX 400mg/250mL solution for infusion
egD4.,MOXIFLOXACIN 400mg/250mL solution for infusion
eg4..,Nalidixic acid
eg41.,Nalidixic acid 500mg tablet
eg44.,Negram 500mg tablet
eg42.,Nalidixic acid 300mg/5mL suspension
eg46.,Uriben 300mg/5mL suspension
eg4y.,Nalidixic acid 300mg/5mL s/f suspension
eg45.,Negram 300mg/5mL s/f suspension
eg4x.,Nalidixic acid+sodium citrate 660mg/sachet effervescent granules
eg43.,Mictral 660mg/sachet effervescent granules
eg91.,Norfloxacin 400mg tablet
eg94.,Utinor 400mg tablet
eg92.,Utinor 400mg tablets x6
eg93.,Utinor 400mg tablets x14
eg81.,Ofloxacin 200mg tablet
eg82.,Tarivid 200mg tablet
eg88.,Ofloxacin 400mg tablet
eg87.,Tarivid 400mg tablet
eg86.,Ofloxacin 100mg/50mL intravenous infusion
eg85.,Tarivid 100mg/50mL intravenous infusion
eg84.,Ofloxacin 200mg/100mL intravenous infusion
eg83.,Tarivid 200mg/100mL intravenous infusion
ega..,Temafloxacin
ega1.,Temafloxacin 300mg tablet
ega3.,Teflox 300mg tablet
ega2.,Temafloxacin 400mg tablet
ega4.,Teflox 400mg tablet
ebA..,Quinupristin+dalfopristin
ebAz.,Quinupristin+dalfopristin 150mg/350mg infusion (pdr for recon)
ebA1.,Synercid infusion (pdr for recon)
eb4x.,Sodium fusidate 250mg tablet
eb41.,Fucidin 250mg tablet
eb4z.,Sodium fusidate 500mg i-v infusion+buffer
eb43.,Fucidin 500mg i-v infusion+buffer
ec3z.,Calcium sulphaloxate 500mg tablet
ec31.,Enteromide 500mg tablet
ec4..,Phthalylsulphathiazole
ec4z.,Phthalylsulphathiazole 500mg tablet
ec41.,Thalazole 500mg tablet
ec5..,Sulfametopyrazine
ec5z.,Sulfametopyrazine 2g tablet
ec51.,Kelfizine W 2g tablet
ec6..,Sulfadiazine
ec61.,Sulfadiazine 500mg tablet
ec64.,Sulphatriad tablet
ec63.,Streptotriad tablet
ec62.,Sulfadiazine 1g/4mL injection
ec7..,Sulphadimethoxine
ec7z.,Sulphadimethoxine 500mg tablet
ec71.,Madribon 500mg tablet
ec8..,Sulfadimidine
ec83.,Sulfadimidine 500mg/5mL paediatric suspension
ec84.,Sulphadimidine 1g/3mL injection
ec82.,Sulphamezathine 1g/3mL injection
ec81.,Sulphadimidine 500mg tablet
ec9..,Sulphafurazole
ec9y.,Sulphafurazole 500mg tablet
ec91.,Gantrisin 500mg tablet
ec9z.,Sulphafurazole 500mg/5mL syrup
ec92.,Gantrisin 500mg/5mL syrup
eca..,Sulfaguanidine
eca1.,Sulfaguanidine 500mg tablet
ecb..,Sulphaurea
ecbz.,Sulphaurea 500mg tablet
ecb1.,Uromide tablet
eb81.,Teicoplanin 200mg injection (pdr for recon)+diluent
eb84.,Targocid 200mg injection (pdr for recon)+diluent
eb82.,Teicoplanin 400mg injection (pdr for recon)+diluent
eb83.,Targocid 400mg injection (pdr for recon)+diluent
e73z.,Clomocycline sodium 170mg capsule
e731.,Megaclor 170mg capsule
x01IG,Demeclocycline
e74y.,Demeclocycline hydrochloride 150mg capsule
e741.,Ledermycin 150mg capsule
e74z.,Demeclocycline hydrochloride 300mg tablet
e742.,Ledermycin 300mg tablet
e74..,Demeclocycline hydrochloride
e75..,Doxycycline
e75v.,Doxycycline 100mg tablet
e751.,Doxatet 100mg tablet
e75u.,Doxycycline 20mg capsule
e75F.,Periostat 20mg capsule
e75t.,Doxycycline 20mg tablet
e75x.,Doxycycline 50mg capsule
e75B.,Demix 50 capsule
e75E.,Doxylar 50mg capsule
e754.,Vibramycin 50mg capsule
e75D.,Vibramycin Acne Pack 50mg capsule
e758.,Doxycycline 100mg capsule
e75C.,Cyclodox 100mg capsule
e759.,Demix 100 capsule
e752.,Doxylar 100mg capsule
e753.,Nordox 100mg capsule
e75A.,Ramysis 100mg capsule
e755.,Vibramycin 100mg capsule
e75z.,Doxycycline 100mg dispersible tablet
e757.,Vibramycin-D 100mg dispersible tablet
e75y.,Doxycycline 50mg/5mL syrup
e756.,Vibramycin 50mg/5mL syrup
e75H.,EFRACEA 40mg m/r capsules
e75s.,DOXYCYCLINE 40mg m/r capsules
e76..,Lymecycline
e76y.,Lymecycline 204mg capsule
e761.,Tetralysal 204mg capsule
e76z.,Lymecycline 408mg capsule
e762.,Tetralysal 300 capsule
e77y.,Minocycline 50mg tablet
e775.,Blemix 50 tablet
e778.,Cyclomin 50mg tablet
e771.,Minocin 50mg tablet
e77A.,Minogal 50 tablet
e77z.,Minocycline 100mg tablet
e77C.,Blemix 100 tablet
e779.,Cyclomin 100mg tablet
e772.,Minocin 100mg tablet
e77B.,Minogal 100 tablet
e77w.,Minocycline 50mg capsule
e776.,Aknemin 50mg capsule
e77x.,Minocycline 100mg capsule
e777.,Aknemin 100mg capsule
e773.,Minocycline 100mg m/r capsule
e77E.,Acnamino MR 100mg m/r capsule
e774.,Minocin MR 100mg m/r capsule
e77D.,Sebomin MR 100mg m/r capsule
e77F.,Sebren MR 100mg m/r capsule
e78..,Oxytetracycline
e78y.,Oxytetracycline 125mg/5mL syrup
e786.,Chemocycline 125mg/5mL syrup
e783.,Oxytetracycline 125mg/5mL mixture
e782.,Oxytetracycline dihydrate 250mg tablet
e784.,Berkmycen 250mg tablet
e785.,Chemocycline 250mg tablet
e787.,Galenomycin 250mg tablet
e788.,Imperacin 250mg tablet
e789.,Oxymycin 250mg tablet
e78d.,Oxytetramix 250 tablet
e78b.,Terramycin 250mg tablet
e781.,Oxytetracycline 250mg capsule
e78c.,Unimycin 250mg capsule
e78a.,Terramycin 250mg capsule
x01IH,Oral tetracycline
e712.,Tetracycline 250mg tablet
e715.,Achromycin 250mg tablet
e71e.,Economycin 250mg tablet
e71i.,Tetrachel 250mg tablet
e711.,Tetracycline 250mg capsule
e71a.,Achromycin V 250mg capsule
e714.,Achromycin 250mg capsule
e71d.,Economycin 250mg capsule
e71h.,Tetrachel 250mg capsule
e71j.,Tetrex 250mg capsule
e71p.,Tetracycline 250mg m/r capsule
e71f.,Sustamycin 250mg m/r capsule
e71g.,Tetrabid-Organon 250mg m/r capsule
lb71.,Tetracycline 125mg/5mL mixture
e71o.,Achromycin 125mg/5mL syrup
e71b.,Achromycin V 125mg/5mL syrup
e71m.,Tetracycline 250mg i-v infusion (pdr for recon)
e718.,Achromycin 250mg i-v infusion (pdr for recon)
e71n.,Tetracycline 500mg i-v infusion (pdr for recon)
e719.,Achromycin 500mg i-v infusion (pdr for recon)
e794.,Mysteclin syrup
e792.,Mysteclin capsule
e791.,Chymocyclar capsule
e71z.,Compound tetracycline 300mg tablet
e71c.,Deteclo tablet
e79z.,Tetracycline+nystatin 250mg/250ku tablet
e793.,Mysteclin tablet
ebE..,Tigecycline
ebEz.,Tigecycline 50mg powder for solution for injection
ebE1.,Tygacil 50mg powder for solution for injection
ecc..,Trimethoprim
ecc1.,Trimethoprim 100mg tablet
ecc6.,Ipral 100mg tablet
ecc9.,Monotrim 100mg tablet
eccd.,Syraprim 100mg tablet
eccg.,Tiempe 100mg tablet
ecci.,Trimogal 100mg tablet
ecck.,Trimopan 100mg tablet
ecc2.,Trimethoprim 200mg tablet
ecc7.,Ipral 200mg tablet
ecca.,Monotrim 200mg tablet
ecch.,Tiempe 200mg tablet
eccj.,Trimogal 200mg tablet
eccl.,Trimopan 200mg tablet
eccn.,Triprimix 200 tablet
ecc3.,Trimethoprim 300mg tablet
ecce.,Syraprim 300mg tablet
x02Da,Trimethoprim 50mg/5mL suspension
ecc4.,Trimethoprim 50mg/5mL s/f suspension
ecc8.,Ipral 50mg/5mL paediatric s/f suspension
eccb.,Monotrim 50mg/5mL s/f suspension
eccm.,Trimopan 50mg/5mL s/f suspension
ecc5.,Trimethoprim 100mg/5mL injection
eccc.,Monotrim 100mg/5mL injection
eccf.,Syraprim 100mg/5mL injection
x02Lv,Co-trimoxazole
x01IL,Oral co-trimoxazole
ec2o.,Septrin Paediatric 120mg dispersible tablet
ec15.,Co-trimoxazole 120mg tablet
ec24.,Bactrim Paediatric 120mg tablet
ec2g.,Fectrim 120mg paediatric tablet
ec11.,Co-trimoxazole 480mg tablet
ec21.,Bactrim 480mg tablet
ec2t.,Comixco 80/400 tablet
ec2a.,Comox 480mg tablet
ec2e.,Fectrim 80mg/400mg tablet
ec2h.,Laratrim 480mg tablet
ec2l.,Septrin 480mg tablet
ec12.,Co-trimoxazole 480mg dispersible tablet
ec22.,Bactrim 480mg dispersible tablet
ec2w.,Comixco 80/400 dispersible tablet
ec2b.,Comox 480mg dispersible tablet
ec2m.,Septrin 480mg dispersible tablet
ec14.,Co-trimoxazole 960mg dispersible tablet
ec2f.,Fectrim Forte 160mg/800mg dispersible tablet
ec13.,Co-trimoxazole 960mg tablet
ec23.,Bactrim 960mg tablet
ec2u.,Comixco 160/800 tablet
ec2c.,Comox Forte 960mg tablet
ec2i.,Laratrim 160mg/800mg tablet
ec2n.,Septrin Forte 960mg tablet
ec17.,Co-trimoxazole 240mg/5mL paediatric suspension
ec29.,Chemotrim paediatric suspension
ec2v.,Comixco paediatric suspension
ec2k.,Laratrim paediatric syrup
ec1A.,Co-trimoxazole 240mg/5mL paediatric s/f suspension
ec2d.,Comox 240mg/5mL paediatric suspension
ec26.,Bactrim paediatric s/f syrup
ec2q.,Septrin Paediatric s/f suspension
ec16.,Co-trimoxazole 480mg/5mL oral suspension
ec25.,Bactrim adult suspension
ec2j.,Laratrim adult suspension
ec2p.,Septrin Adult suspension
ec18.,Co-trimoxazole 960mg/3mL injection
ec19.,Co-trimoxazole 480mg/5mL intravenous infusion
ec28.,Bactrim 480mg/5mL intravenous infusion
ec2s.,Septrin 480mg/5mL intravenous infusion
x002J,Co-trimoxazole 960mg/10mL intravenous infusion
x002I,Co-trimoxazole 1.92g/20mL intravenous infusion
ec1B.,CO-TRIMOXAZOLE 480mg/5mL suspension
x01IN,Oral vancomycin
eb7w.,Vancomycin 125mg capsule
eb71.,Vancocin 125mg matrigel capsule
eb7x.,Vancomycin 250mg capsule
eb72.,Vancocin 250mg matrigel capsule
eb7u.,Vancomycin 250mg injection (pdr for recon)
eb75.,Vancocin CP 250mg injection (pdr for recon)
eb7z.,Vancomycin 500mg injection (pdr for recon)
eb74.,Vancocin CP 500mg injection (pdr for recon)
eb7v.,Vancomycin 1g injection (pdr for recon)
eb76.,Vancocin CP 1g injection (pdr for recon)
x01Hl,Oral clindamycin
ea1v.,Clindamycin 75mg capsule
ea11.,Dalacin C 75mg capsule
ea1w.,Clindamycin 150mg capsule
ea12.,Dalacin C 150mg capsule
ea1x.,Clindamycin 75mg/5mL paediatric suspension
ea13.,Dalacin C 75mg/5mL paediatric suspension
ea1y.,Clindamycin 300mg/2mL injection
ea14.,Dalacin C 300mg/2mL injection
ea1z.,Clindamycin 600mg/4mL injection
ea15.,Dalacin C 600mg/4mL injection
x02Ls,Tobramycin
e87x.,Tobramycin 20mg/2mL injection
e87z.,Tobramycin 80mg/2mL injection
e87y.,Tobramycin 40mg/1mL injection
e87w.,Tobramycin 240mg/6mL injection
e64..,Cefoxitin
ebI..,FOSFOMYCIN
ebI1.,FOMICYT 2g powder for solution for infusion
